text,label
The New Rules of High School,0
What Life Was Like When Rome Ruled the World: The Roman Empire  100 BC - AD 200 (What Life Was Like),0
Dostoevsky  Kierkegaard  Nietzsche and Kafka,0
犬夜叉 14,0
For All Mankind (1989),1
Battle Angel Alita - Last Order : Angel's Vision  Vol. 08,0
"Crow: Salvation, The (2000)",1
Fahrenheit 451,0
"Bridges of Madison County, The (1995)",1
Key Largo (1948),1
"Abyss, The (1989)",1
The Art of the Start: The Time-Tested  Battle-Hardened Guide for Anyone Starting Anything,0
A Little Prairie House,0
"People vs. Larry Flynt, The (1996)",1
Teleny or the Reverse of the Medal,0
No Looking Back (1998),1
Jane Eyre,0
Princess Sultana's Daughters,0
"Castaway Cowboy, The (1974)",1
Blankets,0
Robocop (1987),1
Wampeters  Foma and Granfalloons,0
Harlem River Drive (1996),1
Belle de jour (1967),1
The Wheel of Time: The Shamans of Mexico Their Thoughts About Life Death & the Universe,0
My Boyfriend's Back (1993),1
Fire Down Below (1997),1
Watermelon (Walsh Family  #1),0
Xiu Xiu: The Sent-Down Girl (Tian yu) (1998),1
Franz Kafka: The Complete Stories,0
The Door to Time (Ulysses Moore  #1),0
Jojo's Bizarre Adventure  Tome 18: Death Thirteen (Stardust Crusaders  #6),0
La conspiración de los alquimistas,0
Footloose (1984),1
The Call of the Wild and Selected Stories: 100th Anniversary Ed.,0
Ronin (1998),1
The Constant Princess (The Plantagenet and Tudor Novels  #6),0
Not Without My Daughter,0
Battle Angel Alita - Last Order : Guilty Angel  Vol. 07,0
Pokémon: The First Movie (1998),1
"Ugly, The (1997)",1
The Eyre Affair (Thursday Next  #1),0
The Major Plays,0
Fear and Loathing on the Campaign Trail '72,0
Rurouni Kenshin  Volume 27,0
Stuart Saves His Family (1995),1
Before the Rain (Pred dozhdot) (1994),1
Symptomatic,0
The Wild Shore (Three Californias Triptych  #1),0
Murder on the Orient Express (Hercule Poirot  #10),0
Christopher et son monde  1929-1939,0
Force 10 from Navarone (1978),1
Mr. Wonderful (1993),1
The Illustrated Man,0
"Next Best Thing, The (2000)",1
"Walk in the Clouds, A (1995)",1
Vegas Vacation (1997),1
Faust (1994),1
Son of Dracula (1943),1
"Relic, The (1997)",1
Iron Eagle IV (1995),1
Three Colors: White (1994),1
Lethal Weapon 4 (1998),1
Shooting an Elephant,0
Why I Write,0
"Incredible Journey, The (1963)",1
"Dog's Life, A (1920)",1
Fright Night (1985),1
The Belgariad  Vol. 1: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit (The Belgariad  #1-3),0
Fall (1997),1
"Hurricane, The (1999)",1
"Ballad of Narayama, The (Narayama Bushiko) (1958)",1
In Search of the Castaways (1962),1
The Odyssey,0
The Very Hungry Caterpillar,0
B. Monkey (1998),1
"Low Down Dirty Shame, A (1994)",1
For Ever Mozart (1996),1
Burnt By the Sun (Utomlyonnye solntsem) (1994),1
Waking the Dead (1999),1
"Still More George W. Bushisms: ""Neither in French nor in English nor in Mexican""",0
Disturbing Behavior (1998),1
Picture Perfect,0
Breakfast of Champions (1999),1
Funny Farm (1988),1
The Sorrows of Empire: Militarism  Secrecy  and the End of the Republic,0
The Night Awakens: A Mystery Writers of America Anthology,0
Die Hard 2 (1990),1
DEATH NOTE デスノート 1,0
Tales of H.P. Lovecraft,0
The Best American Sports Writing 2003,0
Operation Dumbo Drop (1995),1
Moonlight and Valentino (1995),1
I Was a Teenage Fairy,0
Lidia's Italy,0
Man's Search for Meaning,0
Oath of Gold (The Deed of Paksenarrion  #3),0
Nobody's Fool (1994),1
On Beauty,0
Harry and the Hendersons (1987),1
"Waiting Game, The (2000)",1
Zora Neale Hurston: A Literary Biography,0
Wing Commander (1999),1
Outbreak (1995),1
"Glass Bottom Boat, The (1966)",1
Dirty Jokes and Beer: Stories of the Unrefined,0
My Woman His Wife,0
"Chamber, The (1996)",1
Blue Collar (1978),1
Slam (1998),1
Dale Loves Sophie to Death,0
"Cry, the Beloved Country (1995)",1
Boys and Girls Together,0
Introduction to Documentary,0
The Philosophy of History,0
"Spiders, The (Die Spinnen, 1. Teil: Der Goldene See) (1919)",1
Paradise Lost,0
The Son Avenger (The Master of Hestviken  #4),0
Mary Shelley's Frankenstein (1994),1
The Beatles: 365 Days,0
"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",1
The Art of Fiction: Notes on Craft for Young Writers,0
Apple Pie 4th of July,0
Hitler's Willinge Vollstrecker: Ganz gewöhlnliche Deutsche und der Holocaust,0
Diary,0
Turn It Up (2000),1
Poetics,0
Before and After (1996),1
"Tigger Movie, The (2000)",1
Mother (1996),1
Pork Chop Hill (1959),1
Clerks (1994),1
The Dragons at War (Dragonlance Dragons  #2),0
The Gardens of Emily Dickinson,0
Parliament of Whores: A Lone Humorist Attempts to Explain the Entire U.S. Government,0
Gray Matter and Other Stories from Night Shift,0
Last Summer in the Hamptons (1995),1
Bogus (1996),1
American Dragons: Twenty-five Asian American Voices,0
The Men Who Stare at Goats,0
Heaven & Earth (1993),1
Always Enough: God's Miraculous Provision Among the Poorest Children on Earth,0
True Romance (1993),1
"Crush, The (1993)",1
Playing by Heart (1998),1
Wind Child,0
Dark Horse Deluxe Journal: Craig Thompson's Angels and Demons,0
Bride of Chucky (1998),1
Clea (The Alexandria Quartet #4),0
Hannibal Crosses the Alps: The Invasion of Italy & the Second Punic War,0
House on Haunted Hill (1958),1
Miracle on 34th Street (1947),1
Catfish and Mandala: A Two-Wheeled Voyage Through the Landscape and Memory of Vietnam,0
Rich and Strange (1932),1
The Story of Avis,0
The Cabinet of Curiosities (Pendergast  #3),0
Strange Relations,0
Eddie (1996),1
Menace Invisible (Admiral Arnold Morgan  #3),0
Mouth to Mouth (Boca a boca) (1995),1
The Politically Incorrect Guide to American History,0
Selected Philosophical Writings,0
World Light,0
Ulysses,0
Daddy Long Legs (1919),1
Red  White  and Black: The Peoples of Early North America,0
Thelma & Louise (1991),1
Waiting for Guffman (1996),1
Harold and Maude (1971),1
Summer of my German Soldier,0
Child's Play 3 (1992),1
Nobody Loves Me (Keiner liebt mich) (1994),1
Monty Python's Life of Brian (1979),1
"Santa Clause, The (1994)",1
Parallel Sons (1995),1
SubUrbia (1997),1
God's Generals Why They Succeeded and Why Some Fail,0
A Pinch of Poison (Hemlock Falls Mysteries  #3),0
Papillon (1973),1
Six Degrees of Separation,0
Leviathan,0
42 Up (1998),1
Netochka Nezvanova,0
Glory Daze (1996),1
Ali and Nino,0
Castaways of the Flying Dutchman (Flying Dutchman  #1),0
Phaedrus,0
Think Like a Cat: How to Raise a Well-Adjusted Cat—Not a Sour Puss,0
Anthem,0
Under the Domin Tree (Etz Hadomim Tafus) (1994),1
A History of Philosophy 1: Greece and Rome,0
Cradle to Cradle: Remaking the Way We Make Things,0
"Very Thought of You, The (1998)",1
Practicalities,0
The Sixth Book of Lost Swords: Mindsword's Story (Lost Swords  #6),0
Chicken Run (2000),1
Danse Macabre,0
Does Anything Eat Wasps?: And 101 Other Unsettling  Witty Answers to Questions You Never Thought You Wanted to Ask,0
Airport (1970),1
Air Gear  Vol. 1 (Air Gear  #1),0
Tales from the Hood (1995),1
Trick (1999),1
Dracula,0
Working Girl (1988),1
Chicken Trek,0
Midaq Alley,0
Bad Luck and Trouble (Jack Reacher  #11),0
Who's Harry Crumb? (1989),1
Essays and Aphorisms,0
Heart of the Sea (Gallaghers of Ardmore  #3),0
I Saw What You Did (1965),1
Plants and Landscapes for Summer-Dry Climates of the San Francisco Bay Region,0
Saint-Exupéry,0
"Education of Little Tree, The (1997)",1
New X-Men  Volume 4: Riot at Xavier's,0
Crooklyn (1994),1
The Stowaway Solution (On The Run  #4),0
Raining Stones (1993),1
Postscript to the Name of the Rose,0
Memoirs of a Geisha,0
"Rainmaker, The (1997)",1
The Complete Aubrey/Maturin Novels (5 Volumes),0
"Giant Gila Monster, The (1959)",1
Within a Budding Grove  Volume 2 (Remembrance of Things Past  #3),0
Outside Ozona (1998),1
"Trigger Effect, The (1996)",1
The Collected Stories of Arthur C. Clarke,0
"Fiendish Plot of Dr. Fu Manchu, The (1980)",1
Shakespeare's Landlord (Lily Bard  #1),0
Them! (1954),1
Nadine (1987),1
The Tale of Despereaux,0
City of the Living Dead (Paura nella città dei morti viventi) (1980),1
Civilization and Its Discontents,0
Icebound,0
Why Do Fools Fall In Love? (1998),1
鋼の錬金術師 1 [Hagane no Renkinjutsushi 1] (Fullmetal Alchemist  #1),0
"Neon Bible, The (1995)",1
Tales of Magick: Dark Adventure,0
White Squall (1996),1
The Last Boleyn,0
Marty (1955),1
Barefoot in the Park (1967),1
Big Trouble in Little China (1986),1
"Prince of Central Park, The (1999)",1
The Oresteia,0
Muppets From Space (1999),1
To the Nines (Stephanie Plum  #9),0
Yon Ill Wind (Xanth #20),0
Dr. No (1962),1
Christmas Bestiary,0
Mr. Jones (1993),1
Popeye (1980),1
Haruki Murakami and the Music of Words,0
Open Your Eyes (Abre los ojos) (1997),1
MySQL Cookbook,0
Sorority House Massacre II (1990),1
Danny the Champion of the World,0
Death Note  Vol. 1: Boredom (Death Note  #1),0
Some Kind of Wonderful (1987),1
JoJo's Bizarre Adventure  Vol. 4 (Stardust Crusaders  #4),0
Lady Friday (The Keys to the Kingdom  #5),0
Julien Donkey-Boy (1999),1
Predator (Kay Scarpetta  #14),0
Arthur and the Lost Kingdoms,0
"Modern Affair, A (1995)",1
Call of Cthulhu: Horror Roleplaying (Call of Cthulhu RPG),0
True Grit (1969),1
The Commanders,0
The Brief History of the Dead,0
The Old Man and the Sea,0
Cyberpunk and Cyberculture: Science Fiction and the Work of William Gibson,0
"Naked Gun 2 1/2: The Smell of Fear, The (1991)",1
Piercing the Darkness (Darkness  #2),0
Dante's Peak (1997),1
"Century of Cinema, A (1994)",1
Tender Mercies (1983),1
True Evil,0
"Island of Dr. Moreau, The (1996)",1
"Thin Red Line, The (1998)",1
Mephisto (1981),1
Fantasia 2000 (1999),1
The History of Sexuality  Volume 2: The Use of Pleasure,0
The Poisonwood Bible,0
I Love Trouble (1994),1
Paths of Glory (1957),1
CivilWarLand in Bad Decline,0
Go West (1925),1
Love & Sex (2000),1
"Odessa File, The (1974)",1
Pumpkinhead (1988),1
Double Tap (Paul Madriani  #8),0
Lipstick Jungle,0
Instinct (1999),1
Venac sonetnih venaca; Puževa srma,0
Out of Africa (1985),1
Dear Diary (Caro Diario) (1994),1
Steam: The Turkish Bath (Hamam) (1997),1
The Haunted Screen: Expressionism in the German Cinema and the Influence of Max Reinhardt,0
Reading Like a Writer: A Guide for People Who Love Books and for Those Who Want to Write Them,0
Mapping the Big Picture: Integrating Curriculum & Assessment K-12,0
Caught Up (1998),1
Shadow of Angels (Schatten der Engel) (1976),1
The Discomfort Zone: A Personal Journey,0
Burr,0
"Garbage Pail Kids Movie, The (1987)",1
Varsity Blues (1999),1
About Adam (2000),1
Mandie and the Abandoned Mine (Mandie  #8),0
Bored of the Rings: A Parody of J.R.R. Tolkien's Lord of the Rings,0
Destination Moon (1950),1
Le Club de la dernière chance,0
Smiling Fish and Goat on Fire (1999),1
Danny  Champion Du Monde,0
Manon of the Spring (Manon des sources) (1986),1
Wild America (1997),1
I Never Promised You a Rose Garden,0
As Eve Said to the Serpent: On Landscape  Gender  and Art,0
The Well At The World's End: Volume I,0
Triple Zero  (Star Wars: Republic Commando  #2),0
The Secret of Fantasy Forest (Sweet Valley Kids #67),0
Toujours Provence,0
There's a Spiritual Solution to Every Problem,0
"Conversation, The (1974)",1
Murder On The Glitter Box (Steve Allen Mystery #3),0
The Missing Piece (The Missing Piece  #1),0
The Assassination of Julius Caesar: A People's History of Ancient Rome,0
The Man Who Smiled (Kurt Wallander #4),0
Death Wish V: The Face of Death (1994),1
Collected Stories  1911-1937,0
Among Giants (1998),1
The Book Thief,0
The Secret Swan,0
The Chronicles of Chrestomanci  Vol. 1 (Chrestomanci  #1-2),0
The Medici Giraffe and Other Tales of Exotic Animals and Power,0
Essay on the Freedom of the Will,0
Philosophy for Dummies,0
"Art of War, The (2000)",1
This Craft of Verse,0
Maia (Beklan Empire #2),0
Hijos de la medianoche,0
Flaubert's Parrot,0
Personal Injuries (Kindle County Legal Thriller #5),0
Peking to Paris,0
Left Behind (Left Behind  #1),0
Celebrations: Rituals of Peace and Prayer,0
Cutting Edge (Tom Clancy's Power Plays  #6),0
"Big Carnival, The (1951)",1
Cujo (1983),1
Zero Effect (1998),1
Empire of the Senseless,0
Song of Freedom (1936),1
The Iliad,0
Entrapment (1999),1
Four Past Midnight,0
A Mad People's History of Madness,0
Stag (1997),1
"Further Gesture, A (1996)",1
Gladiator (2000),1
The Complete Greek Tragedies  Volume 1: Aeschylus,0
Demon Diary  Volume 01,0
Floating (1997),1
Just as Long as We're Together,0
By-Line: Selected Articles and Dispatches of Four Decades,0
Executive Decision (1996),1
Justice Oliver Wendell Holmes: Law and the Inner Self,0
Caddyshack (1980),1
Body Shots (1999),1
"20,000 Leagues Under the Sea (1954)",1
Merlin's Tour of the Universe,0
Mr. Saturday Night (1992),1
10 Things I Hate About You (1999),1
The Zebra Wall,0
The Last Days of Pompeii,0
Police Academy 6: City Under Siege (1989),1
Ladyhawke (1985),1
Getting Things Done: The Art of Stress-Free Productivity,0
Trippin' (1999),1
Prefontaine (1997),1
Boiling Point (1993),1
Othello (1995),1
The Stones of Summer,0
Three Amigos! (1986),1
Cross of Iron (1977),1
Monsieur Verdoux (1947),1
Escape from New York (1981),1
Inside Job,0
Picture Perfect (1997),1
Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,0
Sacrament,0
The Turn of the Screw,0
Sorority House Massacre (1986),1
Minnie and Moskowitz (1971),1
Close Encounters of the Third Kind (1977),1
Cops and Robbersons (1994),1
Michael Collins (1996),1
Runaway Bride (1999),1
Buffalo 66 (1998),1
The Essential Writings,0
Walking With the Great Apes: Jane Goodall  Dian Fossey  Birute Galdikas,0
Out to Eat London 2002 (Lonely Planet Out to Eat),0
Three Lives and Only One Death (1996),1
Jane Austen: A Life,0
The Basketball Diaries and the Book of Nods,0
Mansfield Park,0
Life (1999),1
The Trojan Women and Hippolytus,0
Tashunga (1995),1
"Charlie, the Lonesome Cougar (1967)",1
Mission of Honor (Tom Clancy's Op-Center  #9),0
The Gatekeeper: A Memoir,0
Ovid’s Metamorphoses: Books 6-10,0
Trickster's Choice (Daughter of the Lioness  #1),0
The Lay of the Land,0
Species (1995),1
Ed (1996),1
Cold Fever (Á köldum klaka) (1994),1
The Bush Dyslexicon: Observations on a National Disorder,0
Mission to Mars (2000),1
Snow Falling on Cedars (1999),1
Temptress Moon (Feng Yue) (1996),1
Dark Command (1940),1
White Boys (1999),1
Baby's Alphabet,0
Tender is the Night,0
Valentine Princess (The Princess Diaries  #7.75),0
Vanya on 42nd Street (1994),1
"Soldier's Daughter Never Cries, A (1998)",1
Company,0
The Kingdom of Shadow (Diablo  #3),0
"Color Purple, The (1985)",1
"Big Country, The (1958)",1
Shower (Xizhao) (1999),1
"Pompatus of Love, The (1996)",1
Lightning Jack (1994),1
Spanish Fly (1998),1
Notting Hill (1999),1
Cold Comfort Farm (1995),1
Air Bud (1997),1
Safe Men (1998),1
Violet Makes A Splash (Sister Magic),0
The Sword of Welleran and Other Stories,0
Excalibur (1981),1
"Mummy's Curse, The (1944)",1
Nausicaä De La Vallée Du Vent  Tome 4,0
Wings of Courage (1995),1
"World of Apu, The (Apur Sansar) (1959)",1
The Devilish Pleasures of a Duke (Boscastle  #6),0
Moloka'i (Moloka'i #1),0
Einstein's Monsters,0
Cloud Atlas,0
City of Industry (1997),1
"Leading Man, The (1996)",1
For Love of the Game (1999),1
"Devil Rides Out, The (1968)",1
Bread and Roses  Too,0
The Art of Alfred Hitchcock: Fifty Years of His Motion Pictures,0
Dangerous Beauty (1998),1
Bronco Billy (1980),1
In Old California (1942),1
"Phantom of the Opera, The (1943)",1
Roger & Me (1989),1
Growing Up Untouchable in India: A Dalit Autobiography,0
The Two-Mile Time Machine: Ice Cores  Abrupt Climate Change  and Our Future,0
The Histories,0
Because It Is Bitter  and Because It Is My Heart,0
Better Living (1998),1
Ukraine,0
To Sir with Love (1967),1
Race the Sun (1996),1
Libra,0
The 500 Hats of Bartholomew Cubbins,0
"Stepford Wives, The (1975)",1
Bats (1999),1
Rachel & Leah (Women of Genesis  #3),0
Fierce Creatures (1997),1
"Man from Down Under, The (1943)",1
Alligator (1980),1
Johnny Mnemonic (1995),1
Striking Distance (1993),1
Hooked: Film Writings 1985-1988,0
Venice/Venice (1992),1
Walden & Resistance to Civil Government (Critical Edition),0
El retrato de Rose Madder,0
L'Échiquier du mal,0
Cervantes in Algiers: A Captive's Tale,0
Patrimony,0
Boys Against Girls (Sweet Valley Twins  #17),0
Clean Slate (Coup de Torchon) (1981),1
Gendernauts (1999),1
Mirage (1995),1
On Any Sunday (1971),1
The Essential Iliad,0
Coronado: Stories,0
Best in Show (2000),1
Fear and Loathing in Las Vegas (1998),1
The Meaning of Relativity (Science Library),0
Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,0
The Work of Mourning,0
The Great Divorce,0
If You Dare (MacCarrick Brothers  #1),0
Dead Man on Campus (1998),1
"Laguna  I Love You: The Best of ""Our Town""",0
The Marriage Lesson (Effingtons  #3),0
Kissing in Manhattan,0
Walking the Rez Road,0
Wrongfully Accused (1998),1
The Physics of Star Trek,0
Against the Day,0
Grey Eminence,0
Cop Land (1997),1
Melliandra,0
Ennead IV (Plotinus IV),0
She-Devil (1989),1
The Devil in the White City: Murder  Magic  and Madness at the Fair That Changed America,0
I Like It Like That (1994),1
Thorn in Her Side (The Princess School  #7),0
Love and Other Catastrophes (1996),1
Black Water,0
Let it Come Down: The Life of Paul Bowles (1998),1
Motorcycle Basics Techbook,0
Not One Less (Yi ge dou bu neng shao) (1999),1
Tulips & Chimneys,0
Hilary and Jackie (1998),1
"Woman in Question, The (1950)",1
Hell in the Pacific (1968),1
Little Voice (1998),1
In the Name of Jesus: Reflections on Christian Leadership,0
Raise the Titanic (1980),1
The Sheltering Sky / Let It Come Down / The Spider's House,0
Two Girls and a Guy (1997),1
The Modern Prince: Charles J. Haughey and the Quest for Power,0
The Worthing Saga (Worthing  #1-3),0
"Gingerbread Man, The (1998)",1
Alien (1979),1
West Side Story (1961),1
Assassination (1987),1
The Best Way to Play: A Little Bill Book,0
101 Dalmatians (1961),1
"Night Porter, The (Il Portiere di notte) (1974)",1
Iceberg (Dirk Pitt  #3),0
A Short History of Nearly Everything (Illustrated Edition),0
Austin Powers: International Man of Mystery (1997),1
"Circus, The (1928)",1
Village of the Damned (1995),1
Und keiner weint mir nach (1996),1
Romeo and Juliet (1968),1
Bustin' Loose (1981),1
"Clan of the Cave Bear, The (1986)",1
Everything Relative (1996),1
Homage (1995),1
Yellow Submarine (1968),1
Phantom Pain,0
Looking for Richard (1996),1
Dragons of Eden: Speculations on the Evolution of Human Intelligence,0
Cognitive Behavioral Treatment of Insomnia: A Session-By-Session Guide,0
Dragon (Dirk Pitt  #10),0
Night on Earth (1991),1
The Archimedes Effect (Tom Clancy's Net Force  #10),0
The Blonde on the Street Corner,0
The Acme Novelty Datebook  Vol. 1  1986-1995,0
L'Éveil d'Endymion II,0
Sudden Manhattan (1996),1
Micro Eco-Farming: Prospering from Backyard to Small Acreage in Partnership with the Earth,0
Marvin's Room (1996),1
Monster,0
Die Hard (1988),1
Tarantula (1955),1
Who Framed Roger Rabbit? (1988),1
Encyclopedia Brown Solves Them All (Encyclopedia Brown  #5),0
Bleak House,0
Flowers (Eyewitness Explorers),0
2001: A Space Odyssey (1968),1
Hairspray (1988),1
Orlando: A Biography: Film Screenplay,0
Full Speed (1996),1
Primary Colors (1998),1
"Grapes of Wrath, The (1940)",1
The Wind Thief,0
"Simple Twist of Fate, A (1994)",1
In God's Hands (1998),1
Incognito (1997),1
The List,0
Cliffhanger (1993),1
Time Masters (Les Maîtres du Temps) (1982),1
Little Men (1998),1
Final Payments,0
The Thirteenth Tribe,0
Eraserhead (1977),1
The Switch,0
The Legacy of Sovereign Joy: God's Triumphant Grace in the Lives of Augustine  Luther  and Calvin (The Swans Are Not Silent  #1),0
Red Prophet (Tales of Alvin Maker  #2),0
Forget Paris (1995),1
Bleach  Volume 20,0
Sunset Strip (2000),1
Maxims and Reflections,0
Edward Scissorhands (1990),1
Sunny The Yellow Fairy (Rainbow Magic  #3),0
Eaters of the Dead,0
From a Buick 8,0
Our Town (1940),1
Hikaru no Go  Vol. 1: Descent of the Go Master (Hikaru no Go  #1),0
The Intuitionist,0
The Echo,0
Babes in Toyland (1961),1
A Farewell to Arms?: Beyond the Good Friday Agreement,0
Joel on Software,0
Meditations for Manifesting: Morning and Evening Meditations to Literally Create Your Heart's Desire,0
Stacy's Knights (1982),1
"Kindred, The (1986)",1
Creating a Life Worth Living,0
Shadrach (1998),1
Plutonium Circus (1995),1
Don Quixote,0
Joe's Apartment (1996),1
Marvels,0
Amber and Ashes (Dragonlance: The Dark Disciple  #1),0
"American in Paris, An (1951)",1
"Other Sister, The (1999)",1
"Adventures of Pinocchio, The (1996)",1
"Road to El Dorado, The (2000)",1
Rocky III (1982),1
All Families Are Psychotic,0
Zachariah (1971),1
Iberia,0
The Dog Who Loved Too Much: Tales  Treatments and the Psychology of Dogs,0
"Big Sleep, The (1946)",1
The Wisdom of Life,0
Rouse Up  O Young Men of the New Age!,0
The Gap Into Power: A Dark and Hungry God Arises (Gap  #3),0
Touch of Evil (1958),1
Leadership,0
Lamerica (1994),1
Poirot: The Complete Ariadne Oliver  Vol. 2,0
After Glow (Ghost Hunters  #2),0
Crimson Tide (1995),1
Kare First Love  Vol. 9 (Kare First Love  #9),0
"Lay of the Land, The (1997)",1
"Smile Like Yours, A (1997)",1
Poirot's Early Cases: 18 Hercule Poirot Mysteries (Hercule Poirot  #41),0
Code,0
Safe Conduct: An Autobiography and Other Writings,0
Abbott and Costello Meet Frankenstein (1948),1
Straight Talking,0
And the Ship Sails On (E la nave va) (1984),1
Dave (1993),1
The Darling,0
Meet the Parents (2000),1
"Assignment, The (1997)",1
Queens Logic (1991),1
The Magic Finger,0
Deadly Love (Francesca Cahill Deadly  #1),0
Moby-Dick,0
Small Wonders (1996),1
"Shining, The (1980)",1
Falling Down (1993),1
Rocky IV (1985),1
Julius Caesar,0
Drop Dead Gorgeous (Blair Mallory  #2),0
"Bonheur, Le (1965)",1
Simply Irresistible (1999),1
Boogaloo on 2nd Avenue,0
The Life of Graham Greene  Vol. 1: 1904-1939,0
The Damnation Game,0
"NeverEnding Story, The (1984)",1
Newsies (1992),1
On Truth,0
About the B'nai Bagels,0
Reckless (1995),1
City of Night (Dean Koontz's Frankenstein  #2),0
Coming Home (1978),1
Roadside Prophets (1992),1
Design Like You Give a Damn: Architectural Responses to Humanitarian Crises,0
Night Falls on Manhattan (1997),1
Clay's Quilt,0
Barcelona (1994),1
"Night to Remember, A (1958)",1
White Christmas (1954),1
Black Hawk Down: A Story of Modern War,0
A Gateway to Sindarin: A Grammar of an Elvish Language from J.R.R. Tolkien's Lord of the Rings,0
Five Complete Novels,0
Kiss of Death (1995),1
Christmas Stories (Little House Chapter Books: Laura  #10),0
Fiddler Fair,0
Love Is the Devil (1998),1
City of Angels (1998),1
The Embarrassment of Riches: An Interpretation of Dutch Culture in the Golden Age,0
In & Out (1997),1
Leaving Las Vegas (1995),1
The Book of Embraces,0
"Streetcar Named Desire, A (1951)",1
"Thomas Crown Affair, The (1999)",1
One Shot (Jack Reacher  #9),0
Hud (1963),1
Flying Tigers (1942),1
"Ennui, L' (1998)",1
Police Academy 3: Back in Training (1986),1
A Feather on the Breath of God,0
Something Borrowed,0
Seinfeld and Philosophy,0
Blood For Dracula (Andy Warhol's Dracula) (1974),1
"Quest, The (1996)",1
Who's Afraid of Virginia Woolf?,0
"Girl on the Bridge, The (La Fille sur le Pont) (1999)",1
"Graduate, The (1967)",1
Fanny and Alexander (1982),1
My Family (1995),1
This Present Darkness (Darkness  #1),0
A Clash of Kings  (A Song of Ice and Fire  #2),0
Beatrix Potter: A Life in Nature,0
The Red Badge of Courage & The Veteran,0
The Mantle of Kendis-Dai (Starshield  #1),0
The Hand of Dinotopia,0
Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),0
Raw Deal (1948),1
Outside Providence (1999),1
Who Was Thomas Jefferson?,0
Batman: Arkham Asylum - A Serious House on Serious Earth,0
Mr. Smith Goes to Washington (1939),1
The Far Pavilions,0
Dracula,0
"Boy Who Could Fly, The (1986)",1
"Young Poisoner's Handbook, The (1995)",1
When I Feel Angry,0
Blandings Castle (Blandings Castle  #3),0
"Life and Times of Hank Greenberg, The (1998)",1
Baudolino,0
The Epic of Gilgamesh,0
Drive Me Crazy (1999),1
Anatomy (Anatomie) (2000),1
The Children of Henry VIII,0
Existential Meditation,0
"Suddenly, Last Summer (1959)",1
King Creole (1958),1
"Watcher, The (2000)",1
The Tiger Rising,0
"Absent Minded Professor, The (1961)",1
The Vanished Man (Lincoln Rhyme  #5),0
Jennifer 8 (1992),1
Swept from the Sea (1997),1
When I Don't Desire God: How to Fight for Joy,0
"Seventh Sign, The (1988)",1
On a Dark Night I Left My Silent House,0
Killer (Bulletproof Heart) (1994),1
Gulliver's Travels,0
Amadeus (1984),1
Let's Go Australia on a Budget,0
The Outlaws of Sherwood,0
Rough Magic (1995),1
Circus (2000),1
Anatomy of a Murder (1959),1
The Castle in the Forest,0
"Baby, The (1973)",1
Starman (1984),1
Half Asleep in Frog Pajamas,0
Jackdaws,0
My Crazy Life (Mi vida loca) (1993),1
"Children Are Watching us, The (Bambini ci guardano, I) (1942)",1
"Saphead, The (1920)",1
Casino Royale (James Bond  #1),0
Red River  Vol. 15 (Red River  #15),0
Friday the 13th Part V: A New Beginning (1985),1
Hunger,0
Spider-Man: Saga of the Sandman,0
Fear (1996),1
Middlesex,0
Kiss & Tell,0
Herbie Rides Again (1974),1
Psycho III (1986),1
Lysistrata,0
Better Off Dead... (1985),1
Velocity,0
Alone (Detective D.D. Warren  #1),0
Liars and Saints,0
Young Doctors in Love (1982),1
"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",1
Amityville 3-D (1983),1
Boogie Nights (1997),1
Mr. Happy,0
Batman & Robin (1997),1
"Jungle Book, The (1994)",1
Up Close and Personal (1996),1
Queen Margot (La Reine Margot) (1994),1
Conspiracy Theory (1997),1
S.F.W. (1994),1
Great Short Works of Fyodor Dostoevsky,0
Twelfth Night: Or What You Will,0
Good Grief: The Story of Charles M. Schulz,0
Blood Canticle (The Vampire Chronicles #10),0
Accordion Crimes,0
Travels with Charley: In Search of America,0
The Hunt for Zero Point: Inside the Classified World of Antigravity Technology,0
Breaking the Maya Code,0
"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",1
Lethal Weapon 2 (1989),1
Dragons of a Vanished Moon (Dragonlance: The War of Souls  #3),0
Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets,0
The Lost Continent: Travels in Small Town America,0
Vanity Fair,0
Country of Origin,0
Supergirl (1984),1
McElligot's Pool,0
Changeling,0
Sudden Fiction: American Short-Short Stories,0
The Princess Diaries (The Princess Diaries  #1),0
American Buffalo (1996),1
She's All That (1999),1
Somebody to Love (1994),1
"Not Love, Just Frenzy (Más que amor, frenesí) (1996)",1
Flirting With Disaster (1996),1
Class (1983),1
The Gangs of New York,0
The Spider's House,0
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),1
Police Academy (1984),1
Neil Gaiman's Neverwhere,0
Mad Max 2 (a.k.a. The Road Warrior) (1981),1
Cyrano de Bergerac (1990),1
Star Wars: Episode V - The Empire Strikes Back (1980),1
Love's Labour's Lost (2000),1
Farewell My Concubine (1993),1
Peter Pan,0
